data_hora_iso
""
0 days 00:00:04.252357
0 days 00:00:04.113395
0 days 00:00:04.106115
-1 days +23:59:55.893885
0 days 00:00:04.106115
-1 days +23:59:55.893885
0 days 00:00:04.106115
-1 days +23:59:55.893885
0 days 00:00:04.106115
